recommendation_id,review_text,recommended,helpful_votes,funny_votes,playtime_hours,playtime_at_review_hours,review_date,early_access
226082752,"I'm playing on the lowest settings, still looks pretty good, gameplay fast-paced, it is not that easy (as other people are say).

I'm having fun :)

Please optimize it a little more 😅, my laptop heats up quite a bit.

(For some reason, it is showing AMD Graphics instead of nvidia rtx 3060 6 GiB in PC specs)",True,1,0,15.73,10.55,2026-05-21,True
226074695,"Limitado, bugado e repetitivo, simples.
Cansativo e enjoativo de se jogar, nao prende a atenção, porem tem potencial pra ser trabalhado.",False,0,0,1.18,1.18,2026-05-21,True
226018760,wow this game is amazing im hooked great combat fast and fluid movement this  game is addicting love it run really good on my pc,True,1,0,9.55,4.82,2026-05-21,True
225989609,"For the price of a chicken parmi it's worth a spin. Only beat the first boss and got into the second zone so far, unsure if there's a third zone. It's flashy, satisfying there's some permanent upgrades to work towards between runs (i.e. roguelite progression). It runs smoothly and looks pretty, happy days.",True,1,0,3.78,3.78,2026-05-20,True
225450763,"good game with W graphics, but not many levels yet (i think 'cause its in beta access)",True,0,0,1.55,1.32,2026-05-14,True
226987452,Honestly one of the best games I have played in a little bit.,True,0,0,1.88,1.88,2026-06-02,True
226490964,"Заебись, побегал, умер, возродился, побегал умер. в принципе как в кс",True,0,0,9.07,6.0,2026-05-27,True
226477728,"best roguelike ive ever played, I heavily recommend please play this",True,1,0,5.22,2.83,2026-05-26,True
227638099,Fun game nice feel movement is wonderful.,True,0,0,25.4,25.4,2026-06-10,True
226082075,味道对的，可以玩，空中要多切角色否则会罚站，好评这么多，做出来就好了,True,0,0,1.47,1.47,2026-05-21,True
226885726,Great fun so far. Works well on deck.,True,1,0,3.4,3.4,2026-05-31,True
225380923,玩不了 玩一会儿就崩溃闪退,True,0,0,3.23,0.83,2026-05-13,True
226901887,"cool, just finished 2nd biome for the first time, hope they add more",True,0,0,11.75,9.58,2026-06-01,True
225493197,This game ROCKS! can't wait for the full release! keep it up kings!,True,0,0,26.32,1.42,2026-05-14,True
227195910,Amazing!! just need to be optimized,True,0,0,9.02,4.32,2026-06-05,True
225598939,One of my favorite hack n' slash rougelikes of all.,True,0,0,4.22,3.53,2026-05-16,True
227209023,good premise just don't get along with it,False,1,0,9.78,9.78,2026-06-05,True
225545767,Très bon jeu très dynamique,True,0,0,4.6,4.6,2026-05-15,True
226865179,报玩儿,False,0,0,1.08,1.08,2026-05-31,True
226252017,Great game thumbs 👍,True,0,0,5.97,4.47,2026-05-24,True
225828683,love it,True,0,0,740.83,739.58,2026-05-18,True
227308261,Why do you have family sharing turned off?,False,9,0,0.75,0.75,2026-06-06,True
226113916,hard ash but fun ash,True,0,0,12.02,10.8,2026-05-22,True
225435069,8/10! Top,True,0,0,8.63,6.47,2026-05-14,True
226472996,Please increase heal,False,0,1,0.9,0.9,2026-05-26,True
226528955,gooooooooooooooooooood,True,0,0,8.73,7.97,2026-05-27,True
225987360,Not ready yet,False,1,0,20.57,10.85,2026-05-20,True
225856393,♥♥♥♥ yeah,True,0,0,1.62,1.32,2026-05-18,True
227063469,incredible,True,0,0,11.48,3.48,2026-06-03,True
226856432,Banan,True,0,0,1.13,0.67,2026-05-31,True
226194438,W GAme Ekko low key tuff,True,0,0,7.23,4.38,2026-05-23,True
225559354,还可以,True,0,0,8.13,6.63,2026-05-15,True
225510907,Yes!,True,0,0,6.43,5.17,2026-05-15,True
226909631,vyer kewl,True,0,0,3.8,3.8,2026-06-01,True
222821560,"It's like someone said what if DMC but robots, better camera, and Returnal's movement and progression right out of the gate.... for the price of a Crunchwrap Supreme and a Baja Blast. Welcome back, roguelite fans.",True,127,13,5.52,0.68,2026-04-08,True
223217314,"去年就关注了，小视频里看到这款游戏的英姿的时候感觉育碧这把稳了，估计又要力添一款3A大作，直到上手这款游戏，没有什么惊天动地的初见，有的只是一次又一次的重开，这关底boss打了很多次就一次见到了，这叫什么事？
我心想比较这款游戏有肉鸽标签，那是不是我天赋没点到位？通过多次战斗所获得的资源我一直努力加强自身，结果显而易见，提升“微乎其微”！
其实有点夸张了，提升还是挺大的，但本作作为一款闯关型的动作肉鸽，没有续航真的挺致命的，诚然本作是一款砍杀都很爽的作品，但一点失误可能就是我们败北的关键。

[h1][quote=]
[table]
    [tr]
        [th] 欢迎关注 [b][u][i]U_U鉴赏家培养计划[/i][/u][/b][/th]
    [/tr]
    [tr]
        [th] 关注U_U鉴赏家，开启精彩游戏之旅。 [/th]
    [/tr]
[/table]
[/quote][/h1]

从玩法到价格，从英雄到探索，异变金属给玩家带来的体验都不只是中规中矩，首先在英雄方面，游戏给玩家准备了三个可用角色，其中除了基础的那个角色之外，另外两个都需要解锁，当然这并不是重点，重要的是在战斗中角色可以进行无缝切换打出更多连击让评分更高。

其次就是游戏价格，如果从画风表现和玩法上来说绝对是物超所值，而如果从游戏游玩时长来看就稍显昂贵，目前体验下来如果不是刷游戏资源的话，游戏的重玩价值并不高，相反有股一次性游戏的感觉，但是因为资源需要我们去刷所以游戏时长也会相应拔高~

再来说一下游戏的玩法，游戏主要就是需要玩家经过重重磨难到达关底取得胜利，但冒险的途中会有很多敌人进行拦截，打起来嘛倒是很轻松，问题在于游戏几乎没有续航（商店可以买血，魔鬼的交易里有个攻击回血，这里的攻击不仅仅是攻击敌人，路上任何可被破坏的植物灯笼还有石块都是可以回血的对象）
在战斗的时候每个角色都有三个初始技能，技能的选取可以按照玩家的习惯进行选择，每个技能都有更换的机会，在玩家战斗的时候准备使用技能，会出现一个小小的时停供玩家反应，之后可以更好的应对战斗。
需要注意的是游戏中贪刀是不可取的，因为续航的困难性导致我们战斗需要小心，当敌人亮起红光，不要犹豫，直接一直闪避可以规避很多其他位置的伤害，而如果玩家在天赋那边点了闪避反击还能对敌人造成可观伤害。
在肉鸽上游戏给予了玩家很多便利，虽然少了复活这种机制，但血量的翻倍以及各种输出的提升让玩家可以更好地应对战斗。
在局内还能通过商店或者地图上的道具加强自己。
可以说地图设计师本作的核心之一，玩家可以看到每关都有奖励给到玩家，并且在同一关卡内可能会出现好几个奖励关，可以通过门上的标志进行判断，箭头代表下一关，其他都是奖励关除了决斗的标志（挑战关）并且地图上还会出现隐藏房间，一般会有光源提示。
还有就是地图是随机呈现的，每次游戏的线路都不是固定的。

好玩吗，确实有点爽，但你玩真爽吗？我所有加成拉满打游戏还是很吃力，经常就是跑图半小时，在见到boss之前就暴毙，打怪之前还有跑图的游戏也是少见，而且坠落伤害还不低，虽说摔不死，多摔几次直接没状态，这点体验就很差，只能说本作画风和玩法确实可以，但作为一款肉鸽不能让玩家感到很爽也是一个缺点，喜欢挑战自己的可以试试，趁着制作组还没降低难度或者优化。
",True,57,1,2.02,2.02,2026-04-14,True
223216172,"[h1]爽快，但是不怎么肉鸽的肉鸽动作游戏[/h1]
作为一个以大学生项目一下子在外网爆火，和育碧一拍即合制作出的肉鸽动作游戏，本作确实有着十足的”长处“，优秀到和肉鸽游戏不怎么沾边的优秀画面，还算不错的打击感，作为跑酷游戏都够用的快速移动和操作体验，但是似乎当这些东西都加入到肉鸽当中，反而没有单独拎出来惊艳，让一款肉鸽游戏变得反而有些四不像，而肉鸽部分的体验也并没有带来其他肉鸽游戏的丰富性。

而游戏的体验也略显两极分化，如果你问我游戏好不好玩，那我的答案大概是肯定的，不同武器下不同的buff加成搭配上技能和优秀的动作系统，操作起来还是很爽快的，但是如果你说作为一款肉鸽游戏的build深度来说，本作显然是在及格线边缘徘徊的偏科生。




[h1][quote=]
[table]
    [tr]
        [th] 欢迎关注 [b][u][i]U_U鉴赏家培养计划[/i][/u][/b][/th]
    [/tr]
    [tr]
        [th] 关注U_U鉴赏家，开启精彩游戏之旅。 [/th]
    [/tr]
[/table]
[/quote][/h1]


[h1]所以教程真的只是教程哇！[/h1]
相信很多和我一样的玩家在游玩教程之后，游玩游戏的正式内容时都有着一些困惑，游戏的教程似乎和游戏内容的关系并不是很大，游戏的教程中本作更像是一款高速移动的动作游戏，更像是《幽灵行者》一类的游戏，但是到了正式游戏内容之后游戏的高速移动反而没有了多少用武之地，更多的是肉鸽游戏中的场景战斗。

而游戏教程中主要介绍的平台跳跃部分，反而曾为了玩家赶路时才会用到的关键，这多多少少让玩家心里会有一些失望。

游戏的战斗部分做的还不错，角色自带三个技能，两个普通技能和一个需要攻击和技能释放充能的终极技能，同时游戏采用了类魂游戏中的完美闪避设定，闪避判定还是蛮宽松的，游戏围绕着三个技能、闪避技能、普通攻击三个部分构建起了一套肉鸽内容，整体设计和大部分的肉鸽游戏还是比较相似的，但是美中不足的是游戏中的肉鸽内容的并不算多，游戏一开始通过一个关卡之后给出的buff加成有些过少，玩家能进行的选择并不多，同时游戏中战斗的容错率有些太低了，像其他的肉鸽游戏中都有着恢复药剂的存在，但是本作中并没有这个东西，虽然游戏中闪避给的比较宽松，但是遇上堆怪的怪物潮，四面八方的攻击总有难以顾及到的。

游戏中可能是出于玩法的考虑加入了一些跳跳乐关卡，但是游戏中这些过于复杂的跳跳乐对于第三人称视角这个定位感原本就不是很明确的视角来说有些稍显艰难，但是习惯之后得益于游戏不错的操作手感，整体体验还算不错，但是总感觉制作组想要在游戏中加入过多内容，反而让游戏显得有些臃肿。

当然游戏也有着出色的地方，比如说游戏的画面，游戏的画面绝对是同类型肉鸽游戏中最为优秀的存在之一，优秀的场景设计搭配上光影效果，整个游戏的画面呈现非常的出色，尤其是第一章的地图之中，但是这也带来了一些优化上的问题， 一些场景之下帧数变化有些大。

[h1]总结[/h1]
如果单论游戏的操作、画面、战斗手感，本作可以说对于大部分的第三人称视角的动作游戏都不会太逊色，但是如果加上了肉鸽属性，那么本作整体的肉鸽内容还是稍稍有些欠缺，本作整体底子很好，期待制作组之后的更新。
",True,53,0,4.47,4.47,2026-04-14,True
223009468,"[b]TL;DR: 

If you like DMC/God of War, play this. 
If you like those and Returnal, play this. 
If you like Hades, play this. 

Great combat, good performance, good graphics, fun gameplay and it gets deeper with more playtime.[/b]

--------------------------------------------------

I don't usually post reviews but many of the negative reviews seem to only have <2 hours of playtime so they were able to refund it.. and honestly, the devs deserve a bit of praise for what they've made.

Without getting too deep into it/spoiling too much:

- The game does get deeper the more you play and you start figuring out builds you want for each of your characters. 

- [spoiler]Unlocking the 3rd character adds A LOT of variety to fighting.[/spoiler]

- The fighting is fluid and feels great, hits feel like they hit hard and once you get into the flow of combat you can really start doing massive damage/linking combos and attacks and clearing rooms without getting hit. 

- The Skill tree adds more to the game than just +Health or -Cooldown. I'm an idiot and completely forgot about it for a good 6 hours and was hitting my head against the wall trying to beat the first boss with no upgrades (it's definitely doable, so if you want a challenge then try that. After the first boss, I'm not sure how far you'd get without any upgrades).

- While the game is room-based progression, there are some pretty hidden pickups around so it's worth checking every little crack.

- The 'Trial' rooms only have about 3 types of challenges at the beginning, but as you get stronger more challenges will appear that can & will be harder than the first ones and also depending on what build/buffs/debuffs you're running.

[b]EDIT: After playing a bit more, the game is now changing up the first Biome by adding in more hazards (lasers)/even stronger enemies.[/b] 

- Failure never feels [i]bad[/i]. Every single time I've died, it's because I messed up by doing something at the wrong time. The game never feels unfair or like it's thrown a bunch of bull**** at you to make you lose.

- There are ways to mitigate RNG, start your run with abilities you want or have specific unlocks for you to pull from chests. 

- Performance is pretty good. Playing in 4K Ultra Settings and I get a pretty solid 90 fps.

The more I'm playing this game, the better it's becoming.",True,55,1,16.23,11.77,2026-04-11,True
222816225,"MORBID METAL has really solid combat. It uses a Devil May Cry style rank system and pulls it off well. You can switch between 3 characters and create a lot of combos, so it stays fun and doesn’t feel repetitive. Overall, it’s a fun game , definitely worth trying.
",True,64,4,3.32,2.73,2026-04-08,True
222917602,"Hmm, perhaps released too early, even for early access. The game is fun, but needs lots of rebalancing. 

Right now the main problem is the repetitive combat. It's advertised as a DMC like, but in reality plays more like RoR2. They need to add a heavy attack and add standard hack n slash combos. Currently you have a light attack, but it is not fun nor useful. Gameplay loop is chaining skills between characters, then dodging till your get your cooldowns back. It's not bad per say, but it can be so much more.

The enemies need a lot of work though. Melee units are just there and can be literally ignored. You deal with the ranged ones, and then deal with the melee that can barely reach you. I would increase mob difficulty (NOT by making them hit harder / have more health) and reduce the mob count in each encounter.

By adding real combos, changing mob balance and adding more variety they can have something extremely fun. 

Bosses hit too hard while being too squishy. The encounters don't feel the best due to this. More work needs to be done here. 

Actual stages are fun and detailed. Soundtrack is good. Visuals are great. Performance is good.

Game is just lacking story & overall content for the moment being. Finished the full run within 7 attempts and less than 3 hours invested.

Looking forward to future updates.",True,57,0,2.92,2.92,2026-04-10,True
223172339,"Morbid Metal made a strong first impression on me visually. The graphics are beautiful, and during my first twenty minutes I found myself doing little more than looking around and admiring how the game looks. On a purely aesthetic level, it succeeds immediately.

What is harder to define is what the game actually feels like beyond that first impression. It is a hack-and-slash roguelike, almost like a strange mix between Devil May Cry 5 and Hades. At the same time, it does not really capture what made either of those games stand out. Both Hades and DMC5 had strong identities through their storytelling. Hades gave you a clear goal, memorable characters, and a constant sense that you wanted to learn more. DMC5 had a very deliberate story to tell. Morbid Metal, by contrast, feels vague and mysterious to the point where, at least early on, the narrative seems distant and unimportant. It throws you into the action with very little grounding, almost as if the game is saying: I do not know who I am, I do not know why I am here, all I know is that I must kill. Maybe the story develops later, but in the opening hours it lacks the hook that keeps the player emotionally invested.

Another issue is the roguelike structure, especially the RNG. In Hades, your choices mattered because you could choose which door to enter, shaping your run in a meaningful way. Here, the system feels much flatter. You get doors marked with an arrow, and that is about it. Instead of adding strategy, it feels like the game is giving you the illusion of choice without much actual control.

The enemies also do not leave much of an impression. So far they feel generic and uninspired, more like disposable targets than interesting opponents. They exist to be killed and not much more. There is little personality or creativity in their design, at least from what I have seen early in the game.

That said, despite all of these flaws, I still think Morbid Metal is a good game. It has clear shortcomings, but it also has potential. Since it is in early access, a lot of its rough edges are understandable, and the current state of the game definitely reflects that. The positive side of that is that it has room to grow, and every patch or update could genuinely make it better. I am glad I got to play it, and I plan to keep going until I either reach the end or lose interest.",True,36,0,5.78,1.57,2026-04-13,True
222832845,"For anyone wondering: yes, it works right out of the box on Linux. No issues so far, though I haven’t sunk a ton of hours into it yet.

P.S: Morbid Metal does not natively feature FSR 4. Instead, the game currently uses FSR 1 for upscaling.",True,53,0,6.6,1.28,2026-04-09,True
222854837,"Very Morbid, Much Metal. 10/10 would Juice all over my Screen again.

Yes, i waited for the game to release to write this.

Runs on laptop, which is insane optimization for 2026. Also a pretty cool game. Just mindless cathartic slashing. Personal banger.",True,41,5,3.08,0.13,2026-04-09,True
223973518,"People keep saying ""Devil May Cry but with robots"" and honestly that is not far off. You switch between three characters in real time, chain combos together, and the hits actually feel like they land. There is a ranking system for how stylishly you fight and that alone kept me trying to do better instead of just brute forcing through everything. The game runs beautifully, looks great, and switching up characters mid-fight opens up more combinations than I expected when I first started. Where it falls short right now is the enemies. Most of them are fairly generic and the melee ones especially feel like they are just there to fill space. Story exists but barely, there is not much pulling you forward narratively. The roguelite structure works but feels a bit shallow compared to what the combat system promises. It is Early Access though, and the foundation is genuinely strong. If the developers keep building on what is already here this could become something really good.

[table]
    [tr]
        [th][url=https://store.steampowered.com/curator/45170856/][u][h3]>>>>Curator Page<<<<[/h3][/u][/url][/th]
   [/tr]",True,27,3,6.42,6.42,2026-04-24,True
223219902,"[h1] 《异变金属》个人体验分享：难，但是挺有意思 [/h1]
作为一款由育碧发行的动作Rogue游戏来说，出色的科技风画面加上试玩Demo体验到的战斗爽感很难不让我选择首发体验这款《异变金属》，在体验了正式版之后除去游戏本身难度之外，整体质量在战斗/构筑/画面等多方面来说都算是不错的

首先来看看游戏的表面内容，也就是画面表现等方面。
游戏因为采用了虚幻引擎进行制作的原因，原本以为会在优化上面出现问题，但我个人体验中全高画质也能够有着不错的帧数，哪怕是特效堆叠的时候也不会出现掉帧情况。

再来看看游戏战斗相关的内容，游戏里面采用的是第三人称视角为主要视角，战斗手感迅速无粘黏且角色的机动性较高，按住奔跑之后的音速感较强，有些类似于WF里面的Gauss体验，同时需要注意的是游戏里面也存在着隐藏的小房间需要玩家利用跳跳乐才能够进入其中。

战斗方面，给我的感觉更偏向于高速ACT的感觉，迅猛的攻击搭配上各种独特镜头的技能释放，以及高攻击高收益但又高风险的战斗节奏，这也导致了游戏本身的难度是比较高的，但同样搭配上游戏高质量画面和丰富的粒子效果，打出的视觉表现来说也是十分亮眼。

再来说一下游戏的局内和局外系统，局内的构筑仍旧是采用了经典的三选一或者道具/商店的设计，目前游戏在Build构筑上面的内容不算多毕竟刚发售，而我比较推荐大家尝试【漏液】的玩法流派，强度肯定是杠杠的不算低，而局外则是通过局内收集的资源加点，数量来说很多并且部分刚需解锁也都放在了其中。

游戏的主要特色内容其实是变身玩法，随着玩家进度的推进和深入，会逐渐解锁到其他几个角色，但与常规游戏一局一个角色不同，在《异变金属》之中则是可以通过方向键（手柄）直接秒切换对应角色，不同角色本身的技能CD也都是独立的，打出丝滑Combo的门槛还是很低的，主要还是战斗容错比较低。

最后简单的总结一下
游戏作为一款虚幻引擎加持的高画质动作肉鸽游戏来说，目前底子肯定是挺不错的，比如画质/手感/战斗等等，后续完善一下难度系统和进一步的增加更多Build构筑玩法的话也会变得更好。

[h1][quote=]
[table]
    [tr]
        [th] 欢迎关注 [b][u][i]U_U鉴赏家培养计划[/i][/u][/b][/th]
    [/tr]
    [tr]
        [th] 关注U_U鉴赏家，开启精彩游戏之旅。 [/th]
    [/tr]
[/table]
[/quote][/h1]",True,63,0,6.32,6.32,2026-04-14,True
224197988,"
---{ Graphics }---
☑ You forget what reality is
☐ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☑ Very good
☐ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☑ Eargasm
☐ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☑ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☐ Decent
☑ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Game Size }---
☐ Floppy Disk
☐ Old Fashioned
☑ Workable
☐ Big
☐ Will eat 15% of your 1TB hard drive
☐ You will want an entire hard drive to hold it
☐ You will need to invest in a black hole to hold all the data

---{ Difficulty }---
☐ Just press 'W'
☑ Easy
☐ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☐ Average grind level
☑ Too much grind
☐ You'll need a second life for grinding

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☐ Long
☑ To infinity and beyond

---{ Price }---
☐ It's free!
☐ Worth the price
☑ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☐ Minor bugs
☐ Can get annoying
☑ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☑ 8
☐ 9
☐ 10",True,91,18,8.68,4.1,2026-04-27,True
222874582,"抛开育碧发行的光环，单论一款独立动作游戏来说，《异变金属》也是比较吸引人的那一类，尤其是首发原价78，折扣到手仅仅58.5这么有诚意的国区售价前提下，其实最开始吸引我的其实不是玩法，而是那种很脏的科幻气质，一个看起来有着《尼尔：机械纪元》的废土质感、再加上《鬼泣》式切人连招的3D动作肉鸽，它在玩法上确实有点自己的东西，搓起来很爽，但毕竟是ea阶段，还是有一些可提升的地方，但比起demo阶段要好很多！

[h1][quote=]
[table]
    [tr]
        [th] 欢迎关注 [b][u][i]U_U鉴赏家培养计划[/i][/u][/b][/th]
    [/tr]
    [tr]
        [th] 关注U_U鉴赏家，开启精彩游戏之旅。 [/th]
    [/tr]
[/table]
[/quote][/h1]
[h1]肉鸽部分青涩 但战斗很爽[/h1]
先说最直观的美术。大的框架下这点不用怀疑，那种腐化未来的设定挺统一，场景里很多设计都围绕侵蚀和异变去做，属于极具金属质感的冷工业风格，整体观感是有辨识度的。荒废的工业废墟、被植被覆盖的钢铁森林，光影效果在虚幻引擎的加持下显得非常高级，尤其是金属表面的反光和磨损痕迹，乍一看有时候都看不出来是个独立游戏，但这种视觉美感是有代价的，前的优化水平只能说中规中矩，如果你的显卡不是特别给力，在部分战斗场景下可能还是有点性能担忧。

玩法结构其实不复杂，就是标准动作肉鸽，一局一局推进，拿强化，死了重开提高局外增益。真正的区别在于形态切换。你不是一直用一个角色打到底，而是可以在几种不同战斗风格之间来回切换，且流畅度做得极好，完全没有卡顿感，每个形态的攻击方式和定位都不一样，这点是它最核心的设计。
打起来的感觉也确实不一样。很多时候不是一套连招打完就结束，而是要不断切换思路，比如打一轮输出之后换个更灵活的形态去拉扯，再找机会继续压上去。在高频率的弹幕和近战攻击中，通过不断切换角色也是维持高评价的主要方法。
相比一些传统肉鸽更依赖build，本作这里其实更强调操作和节奏判断，而且有着评分系统来给你的搓招做正向反馈，SSS爆屏的爽感玩过鬼泣的应该都懂，所以本质上还是更倾向动作部分，这个方向其实挺加分的。

至于肉鸽部分，它的成长系统是有的，而且也不算少。强化技能、叠属性、调整打法，但问题在于这些变化大多是量变，不是质变，很少出现那种彻底改变玩法的组合，初期的可选方向也比较小，房间的随即上房间类型、事件、战斗结构都有一定重复度，往好了说上手简单，节奏清晰，不会迷路，也不会出现那种乱七八糟的情况。往不好了说其实持续性体验上来说体验感提升会随着你时间的堆砌而提升的越来越有限！
[h1]结语[/h1]
游戏目前是ea阶段，售价很有诚意，肉鸽部分虽然青涩，但它展示了一种非常硬核、非常有野心的战斗逻辑，动作部分非常不错，当前的售价对比游戏的内容量来说个人觉得还是很不错的，依旧期待游戏的正式版！
",True,62,0,4.12,4.12,2026-04-09,True
223189141,"距离自己上次游玩《雷曼》《勇敢的心：世界大战》已经是好多年前，在自己如今印象中经历基本放在3A大作的育碧没想到又捣鼓起了精品小游戏。

宣传画中手持大刀的中国风赛博机械武僧的造型很是对胃口，过度决定入坑体验一番。

[h1][quote=][table][tr][th]　欢迎关注 [url=https://store.steampowered.com/curator/38287879]网易UU鉴赏家培养计划[/url][/th][/tr][tr][th]　关注UU加速器VX公众号，回复“steam”，获得专属玩家群邀请。　[/th][/tr][/table][/quote][/h1]

[h1]当肉鸽游戏被做成3D版[/h1]
虽然有些宣传画中一水儿的赛博武僧，但玩家玩家进入游戏则默认操作一个一袭白衣的的意思是妹子的赛博剑士，手柄的X按键对应普攻，A对应跳跃，Y\B对于特殊攻击，RB对应需要消耗技能槽的大招，RT则对应闪避。

游戏的游玩模式与大多数常见的2D肉鸽类游戏有些相似，进入一个独立房间，清理完敌人，然后进入一下一个，直至关底BOSS。房间除了常规战地放外还会有可以购买道具的商人房、直接活动道具的宝物方法、需要通过机关或者按条件击败敌人的挑战房之类，玩家可以根据大门上图标自行选择要进入的房间。


[h1]稍有折磨的上手到到停不下来的爽快手感[/h1]
初上手时估计不少玩家会和自己一样会以为他就是普通的3d化了的肉鸽游戏，应该没啥大不了，可接下来则立马会被游戏里的各种杂兵“教做人”，他们不久喜欢一拥而上，并且速度是相当快，并且是地上、空中、重甲等配置齐全，加上游戏中没有自带回血道具的机制，且流程中出现回血道具也不多，可能自己挥出的刀尚未接触到几个敌人就在一次次红屏下送回老家迭代了，即便是使用各个看起来绚丽的技能也只是多撑几个回合。

而这时玩家则该思考是不是自己游玩的方式出错了，结果还真是，因为与其把他当常规动作游戏来玩，还不如将其当做《忍龙》类的高速战斗游戏来玩。游戏中虽然虽然不少技能开起来出招硬直长，但是游戏中的闪避功能计划是做到了“无限闪避”，可以用来躲避敌人以及强制取消掉部分武器影直，当玩家玩家在掌握游戏规则后稍微撑一下到达游戏第一章中期解锁出看板娘“赛博武僧”后，在其他力速双A的强大控场能力加成下游戏的爽快度直接上了好几个台阶。配合好不断地扣动闪避按键，玩家只会看到一个一把大刀穿梭在敌群中搅合个天翻地覆，而自己却毫发无损。配合上游戏中几乎无缝的角色切换，玩家在熟悉手感后可以按自己的喜好去组合各种连段。


[h1]关于养成系统[/h1]
游戏的养成分为局内和局外2种，游戏中玩家每完成一场战斗会像《吸血鬼幸存者》在那样获得一张技能卡。这些技能可以切换主机的战斗技能或是增加无人机，球状物等额外攻击手段，回血buff等，不同的技能卡还有着不同的颜色等级。

游戏中会在一些犄角旮旯散布一些宝箱，玩家可以通过保险获得技能、货币、生命恢复等。货币可以通过商人房间去采购更多的技能。

玩家如果不幸落败会失去所有局内升级，但是获得的活力点则会保留下来，通过他们可以解锁出提升血量、增强防御之类的永久性角色增长。


[h1]小建议&技巧[/h1]
1.每次清完图建议先不忙进入下个房间的门，而是到处转一转，跳一跳，会发现不少可能漏掉的好东西。

2.高空擂台状的地图可以通过跳出地图让追兵自己摔死来逃课的

[h1]疑似BUG[/h1]
玩家在中每次被第击败，游戏的窗口会直接被拉满屏幕，需要手动调回来，非常不便，期待制作组早点修复。


[h1]结语[/h1]
总的来说说《异变金属》是一款初上手需要使用的动作肉鸽游戏，只要能接受游戏的快节奏战斗，那么本作绝对上近期小品级游戏中少有的爽游。",True,24,0,4.7,4.43,2026-04-13,True
